FEEDER,FEEDER,INSTALL_DATE,SUBSTATION,COUNTY,KV,AREA,TYPE,CUSTOMERS,RESIDENTIAL,COMMERCIAL,INDUSTRIAL,AFS,CAPBANK,3PH_OCR,1PH_OCR,FDR_OH,FDR_UG,LAT_OH,LAT_UG,POLE_COUNT,REGION,RELAY,AFS_SCHEME,HARDENING,FI,HAS_AFS,HAS_AFS_OCR,IS_DADE,HAS_INDUSTRIAL,LENGTH,PCT_UG,OH_FDR,UG_FDR,HYBRID,CEMM35_FEEDER,4N+_FEEDER
706361,706361,1993-06-01 00:00:00+00:00,BASSCREEK,Broward,22.9,GS,Hybrid,1750,1552,197,1,3,6,0,0,3.2,3.3,0.1,18.0,104.874,EAST,SEL351,1.5 Scheme,1982-07-18 00:00:00+00:00,,1,1,0,1,6.5,1,0,0,1,False,False
706362,706362,1993-06-01 00:00:00+00:00,BASSCREEK,Broward,22.9,GS,Hybrid,1769,1558,206,5,1,1,0,0,2.9,2.3,0.2,17.7,98.518,EAST,MECHANICAL,1.5 Scheme,1982-07-18 00:00:00+00:00,,1,1,0,1,5.2,0,0,0,1,False,False
706363,706363,1994-06-01 00:00:00+00:00,BASSCREEK,Broward,22.9,GS,Hybrid,1345,1301,44,0,0,1,0,0,1.7,4.9,1.8,15.4,111.23,EAST,MECHANICAL,None,1982-07-18 00:00:00+00:00,,0,0,0,0,6.6,1,0,0,1,False,False
706364,706364,1995-06-01 00:00:00+00:00,BASSCREEK,Broward,22.9,GS,Hybrid,1482,1423,59,0,0,2,0,0,2.8,1.1,0.0,15.1,88.984,EAST,SEL251,None,1982-07-18 00:00:00+00:00,,0,0,0,0,3.9,0,0,0,1,False,False
706365,706365,1996-06-01 00:00:00+00:00,BASSCREEK,Broward,22.9,GS,Hybrid,1328,1273,54,1,0,1,0,0,1.0,3.4,0.0,12.8,31.78,EAST,SEL251,None,1982-07-18 00:00:00+00:00,,0,0,0,1,4.4,1,0,0,1,False,False
706367,706367,2002-04-15 00:00:00+00:00,BASSCREEK,Broward,22.9,GS,Hybrid,1507,1425,81,1,0,1,0,0,1.2,5.3,0.0,14.8,38.136,EAST,SEL251,None,2009-03-31 00:00:00+00:00,,0,0,0,1,6.5,1,0,1,0,False,False
706461,706461,1993-06-01 00:00:00+00:00,HOLMBERG,Broward,22.9,PM,Hybrid,964,872,92,0,0,4,1,0,1.6,1.6,0.0,8.7,50.848,EAST,SEL751,None,1982-07-18 00:00:00+00:00,FI,0,1,0,0,3.2,0,0,0,1,False,False
706462,706462,1993-06-01 00:00:00+00:00,HOLMBERG,Broward,22.9,PM,Hybrid,1151,998,145,8,0,5,3,0,8.4,3.1,4.4,19.3,406.784,EAST,SEL751,None,2014-08-21 00:00:00+00:00,FI,0,1,0,1,11.5,0,0,0,1,False,False
706463,706463,1998-08-01 00:00:00+00:00,HOLMBERG,Broward,22.9,PM,Hybrid,1539,1217,318,4,0,4,0,1,2.5,0.4,6.5,12.3,286.02,EAST,SEL351,None,1982-07-18 00:00:00+00:00,FI,0,1,0,1,2.9,0,1,0,0,False,False
706464,706464,2002-07-15 00:00:00+00:00,HOLMBERG,Broward,22.9,PM,Hybrid,1355,1054,298,3,0,4,0,0,2.9,2.5,0.9,11.1,120.764,EAST,SEL351,None,1982-07-18 00:00:00+00:00,FI,0,0,0,1,5.4,0,0,0,1,False,False
706465,706465,2003-09-04 00:00:00+00:00,HOLMBERG,Broward,22.9,PM,Hybrid,1187,1123,62,2,0,3,0,0,4.6,1.0,12.2,18.7,533.904,EAST,SEL351,None,1982-07-18 00:00:00+00:00,,0,0,0,1,5.6,0,1,0,0,False,False
706531,706531,1993-06-01 00:00:00+00:00,TRAIN,Broward,13.2,PM,Hybrid,796,540,252,4,0,4,0,0,3.3,1.3,2.8,1.8,193.858,EAST,MECHANICAL,None,1982-07-18 00:00:00+00:00,,0,0,0,1,4.6,0,0,0,1,False,False
706532,706532,1993-06-01 00:00:00+00:00,TRAIN,Broward,13.2,PM,Hybrid,1417,934,480,3,0,4,0,2,3.5,0.2,3.5,4.2,222.46,EAST,MECHANICAL,None,1982-07-18 00:00:00+00:00,,0,1,0,1,3.7,0,1,0,0,False,False
706533,706533,1995-06-01 00:00:00+00:00,TRAIN,Broward,13.2,PM,Hybrid,433,92,339,2,0,2,0,0,3.1,0.2,1.4,0.8,143.01,EAST,SEL251,None,2008-01-09 00:00:00+00:00,,0,0,0,1,3.3,0,1,0,0,False,False
706534,706534,2000-12-17 00:00:00+00:00,TRAIN,Broward,13.2,PM,Hybrid,1207,1097,110,0,0,2,0,0,1.7,0.4,2.7,1.3,139.832,EAST,SEL251,1.5 Scheme,1982-07-18 00:00:00+00:00,,0,0,0,0,2.1,0,1,0,0,False,False
706535,706535,2002-09-10 00:00:00+00:00,TRAIN,Broward,13.2,PM,Hybrid,749,724,24,1,0,0,0,2,1.6,0.1,3.9,0.5,174.79,EAST,SEL251,None,1982-07-18 00:00:00+00:00,,0,1,0,1,1.7,0,1,0,0,False,False
706661,706661,1994-07-01 00:00:00+00:00,NOBHILL,Broward,22.9,WG,Hybrid,2281,2032,244,5,2,7,2,7,6.8,0.7,14.6,13.9,680.092,EAST,SEL251,1.5 Scheme,1982-07-18 00:00:00+00:00,FI,1,1,0,1,7.5,0,1,0,0,False,True
706662,706662,1994-07-01 00:00:00+00:00,NOBHILL,Broward,22.9,WG,Hybrid,2847,2697,146,4,2,3,0,0,1.6,1.9,0.4,16.6,63.56,EAST,SEL251,1.5 Scheme,1982-07-18 00:00:00+00:00,,1,1,0,1,3.5,1,0,0,1,False,False
706663,706663,1995-06-01 00:00:00+00:00,NOBHILL,Broward,22.9,WG,Hybrid,2868,2618,249,1,1,6,1,3,5.2,1.7,2.9,14.0,257.418,EAST,SEL751,1.5 Scheme,1982-07-18 00:00:00+00:00,,1,1,0,1,6.9,0,0,0,1,False,False
706664,706664,1996-06-01 00:00:00+00:00,NOBHILL,Broward,22.9,WG,Hybrid,1461,1359,102,0,0,1,0,0,2.0,4.9,0.0,21.1,63.56,EAST,SEL251,Support Feeder,1982-07-18 00:00:00+00:00,FI,0,0,0,0,6.9,1,0,0,1,False,False
706665,706665,1997-06-01 00:00:00+00:00,NOBHILL,Broward,22.9,WG,Hybrid,3897,3663,225,9,0,7,1,0,3.6,10.6,0.2,18.6,120.764,EAST,SEL251,1.5 Scheme,2014-11-25 00:00:00+00:00,FI,0,1,0,1,14.2,1,0,0,1,False,False
706666,706666,2002-07-26 00:00:00+00:00,NOBHILL,Broward,22.9,WG,Hybrid,2125,1976,147,2,1,4,0,0,2.4,1.5,0.0,10.8,76.272,EAST,SEL351,1.5 Scheme,1982-07-18 00:00:00+00:00,,1,1,0,1,3.9,0,0,0,1,False,False
706861,706861,1995-06-01 00:00:00+00:00,CONSERVATION,Broward,22.9,PM,Hybrid,1253,1016,235,2,3,2,0,0,3.8,2.4,0.2,14.1,127.12,EAST,SEL251,1.5 Scheme,1982-07-18 00:00:00+00:00,,1,1,0,1,6.2,0,0,0,1,False,False
706862,706862,1995-06-01 00:00:00+00:00,CONSERVATION,Broward,22.9,PM,Hybrid,948,303,642,3,2,4,0,0,3.4,0.8,0.3,3.4,117.586,EAST,SEL251,1.5 Scheme,1982-07-18 00:00:00+00:00,,1,1,0,1,4.2,0,1,0,0,False,False
706863,706863,1999-12-30 00:00:00+00:00,CONSERVATION,Broward,22.9,PM,Hybrid,3043,2707,326,10,0,6,2,0,5.6,1.7,4.5,18.9,320.978,EAST,SEL251,None,2012-03-29 00:00:00+00:00,,0,1,0,1,7.3,0,0,0,1,False,True
706961,706961,1996-06-01 00:00:00+00:00,CHAPEL,Broward,22.9,GS,Hybrid,1941,1694,242,5,5,5,0,0,6.4,1.7,3.6,20.1,317.8,EAST,SEL251,3.5 Scheme,1982-07-18 00:00:00+00:00,,1,1,0,1,8.1,0,0,0,1,False,False
706962,706962,1996-06-01 00:00:00+00:00,CHAPEL,Broward,22.9,GS,Hybrid,1055,982,71,2,0,0,0,0,2.3,3.4,0.1,12.4,76.272,EAST,SEL251,None,1982-07-18 00:00:00+00:00,,0,0,0,1,5.7,1,0,0,1,False,False
706963,706963,1999-12-01 00:00:00+00:00,CHAPEL,Broward,22.9,GS,UG,1872,1827,40,5,0,2,0,0,0.5,2.4,0.0,14.1,15.89,EAST,SEL251,None,2014-08-06 00:00:00+00:00,,0,0,0,1,2.9,1,0,1,0,False,False
706964,706964,1999-12-14 00:00:00+00:00,CHAPEL,Broward,22.9,GS,Hybrid,2405,2081,316,8,6,5,3,0,11.4,2.6,4.1,19.4,492.59,EAST,SEL251,3.5 Scheme,2014-03-21 00:00:00+00:00,,1,1,0,1,14.0,0,1,0,0,False,True
707031,707031,1996-06-01 00:00:00+00:00,SHERIDAN,Broward,13.2,GS,Hybrid,1870,1781,85,4,0,3,0,0,2.3,1.3,0.0,13.6,73.094,EAST,SEL251,None,1982-07-18 00:00:00+00:00,,0,0,0,1,3.6,0,0,0,1,False,False
707032,707032,1998-11-01 00:00:00+00:00,SHERIDAN,Broward,13.2,GS,Hybrid,1494,1294,196,4,0,3,0,0,4.7,0.6,2.6,11.7,231.994,EAST,SEL251,None,1982-07-18 00:00:00+00:00,,0,0,0,1,5.3,0,1,0,0,False,False
707033,707033,1999-07-01 00:00:00+00:00,SHERIDAN,Broward,13.2,GS,Hybrid,1113,995,117,1,0,4,0,0,3.7,0.6,1.4,6.4,162.078,EAST,SEL251,None,1982-07-18 00:00:00+00:00,,0,0,0,1,4.3,0,1,0,0,False,False
707034,707034,1997-06-01 00:00:00+00:00,SHERIDAN,Broward,13.2,GS,Hybrid,1571,1501,65,5,0,3,0,0,2.2,0.9,0.0,12.3,69.916,EAST,SEL251,None,1982-07-18 00:00:00+00:00,,0,0,0,1,3.1,0,0,0,1,False,False
707131,707131,1998-06-01 00:00:00+00:00,CULLUM,Broward,13.2,PM,UG,2115,1888,224,3,0,2,0,0,0.8,5.0,0.0,15.4,25.424,EAST,SEL251,None,1982-07-18 00:00:00+00:00,,0,0,0,1,5.8,1,0,1,0,False,False
707132,707132,1998-06-01 00:00:00+00:00,CULLUM,Broward,13.2,PM,Hybrid,1240,1067,172,1,0,3,0,0,2.7,0.9,0.5,4.6,101.696,EAST,SEL251,None,1982-07-18 00:00:00+00:00,,0,0,0,1,3.6,0,0,0,1,False,False
707133,707133,2000-08-31 00:00:00+00:00,CULLUM,Broward,13.2,PM,UG,1090,1052,35,3,0,2,0,0,0.3,3.6,0.0,11.5,9.534,EAST,SEL251,None,1982-07-18 00:00:00+00:00,,0,0,0,1,3.9,1,0,1,0,False,False
707135,707135,2004-01-27 00:00:00+00:00,CULLUM,Broward,13.2,PM,Hybrid,1605,1513,90,2,0,2,0,0,1.1,5.0,2.6,17.1,117.586,EAST,SEL351,None,1982-07-18 00:00:00+00:00,,0,0,0,1,6.1,1,0,1,0,False,False
707261,707261,1999-03-18 00:00:00+00:00,FLAMINGO,Broward,22.9,GS,Hybrid,2201,2104,95,2,0,2,1,0,3.3,2.5,0.0,19.4,104.874,EAST,SEL251,,1982-07-18 00:00:00+00:00,FI,0,1,0,1,5.8,0,0,0,1,False,False
707262,707262,1998-06-01 00:00:00+00:00,FLAMINGO,Broward,22.9,GS,Hybrid,2319,2278,41,0,0,1,2,0,1.8,4.5,0.0,20.0,57.204,EAST,SEL251,1.5 Scheme,1982-07-18 00:00:00+00:00,FI,0,1,0,0,6.3,1,0,0,1,False,False
707263,707263,1997-06-01 00:00:00+00:00,FLAMINGO,Broward,22.9,GS,Hybrid,3224,3132,85,7,2,5,3,0,4.8,5.3,4.5,27.1,295.554,EAST,SEL251,1.5 Scheme,1982-07-18 00:00:00+00:00,,1,1,0,1,10.1,1,0,0,1,False,False
707264,707264,1999-04-21 00:00:00+00:00,FLAMINGO,Broward,22.9,GS,Hybrid,842,352,487,3,0,2,0,0,6.3,1.6,0.0,8.2,200.214,EAST,SEL251,None,1982-07-18 00:00:00+00:00,FI,0,0,0,1,7.9,0,0,0,1,True,False
707265,707265,2001-06-18 00:00:00+00:00,FLAMINGO,Broward,22.9,GS,Hybrid,3254,3143,107,4,4,2,0,0,3.0,1.8,0.1,14.9,98.518,EAST,SEL251,1.5 Scheme,1982-07-18 00:00:00+00:00,,1,1,0,1,4.8,0,0,0,1,False,False
707266,707266,2001-04-06 00:00:00+00:00,FLAMINGO,Broward,22.9,GS,Hybrid,1668,1591,76,1,0,3,0,0,3.2,0.4,0.4,9.4,114.408,EAST,SEL251,None,1982-07-18 00:00:00+00:00,FI,0,0,0,1,3.6,0,1,0,0,False,False
707267,707267,2006-06-21 00:00:00+00:00,FLAMINGO,Broward,22.9,GS,Hybrid,4190,4038,149,3,3,1,0,2,3.8,2.5,6.2,18.4,317.8,EAST,SEL351,3.5 Scheme,1982-07-18 00:00:00+00:00,,1,1,0,1,6.3,0,0,0,1,False,False
707462,707462,1998-08-21 00:00:00+00:00,SAWGRASS,Broward,22.9,WG,Hybrid,1127,826,296,5,2,6,1,0,3.3,1.7,0.0,11.1,104.874,EAST,SEL251,1.5 Scheme,1982-07-18 00:00:00+00:00,,1,1,0,1,5.0,0,0,0,1,False,False
707464,707464,2000-06-21 00:00:00+00:00,SAWGRASS,Broward,22.9,WG,Hybrid,432,300,129,3,0,4,0,0,2.8,2.8,0.4,8.9,101.696,EAST,SEL251,None,1982-07-18 00:00:00+00:00,,0,0,0,1,5.6,0,0,0,1,False,False
707531,707531,2001-03-26 00:00:00+00:00,COLLINS,Broward,13.2,WG,UG,183,0,183,0,0,0,0,0,0.1,2.6,0.0,3.5,3.178,EAST,SEL251,None,1982-07-18 00:00:00+00:00,,0,0,0,0,2.7,1,0,1,0,False,False
707532,707532,2001-03-26 00:00:00+00:00,COLLINS,Broward,13.2,WG,Hybrid,1626,1072,549,5,0,5,0,2,4.4,0.8,3.7,6.9,257.418,EAST,SEL251,None,1982-07-18 00:00:00+00:00,,0,1,0,1,5.2,0,1,0,0,False,False
707533,707533,2001-03-26 00:00:00+00:00,COLLINS,Broward,13.2,WG,Hybrid,2057,1670,383,4,0,5,3,2,5.3,0.9,9.4,6.7,467.166,EAST,SEL251,None,1982-07-18 00:00:00+00:00,,0,1,0,1,6.2,0,1,0,0,False,True
707661,707661,1999-11-29 00:00:00+00:00,CROSSBOW,Broward,22.9,GS,Hybrid,727,678,47,2,3,4,0,0,4.7,0.2,5.8,8.5,333.69,EAST,SEL251,3.5 Scheme,1982-07-18 00:00:00+00:00,,1,1,0,1,4.9,0,1,0,0,False,True
707662,707662,1999-12-08 00:00:00+00:00,CROSSBOW,Broward,22.9,GS,Hybrid,1938,1864,74,0,0,3,0,0,1.7,2.2,0.0,17.1,54.026,EAST,SEL251,None,1982-07-18 00:00:00+00:00,,0,0,0,0,3.9,1,0,0,1,False,False
707663,707663,1999-12-02 00:00:00+00:00,CROSSBOW,Broward,22.9,GS,Hybrid,2439,2332,107,0,1,3,0,0,1.4,2.3,0.0,21.7,44.492,EAST,SEL251,1.5 Scheme,2007-11-06 00:00:00+00:00,,1,1,0,0,3.7,1,0,0,1,False,False
707664,707664,2005-06-02 00:00:00+00:00,CROSSBOW,Broward,22.9,GS,UG,1618,1389,229,0,0,3,0,0,0.7,7.3,0.3,15.2,31.78,EAST,SEL351,None,2009-05-28 00:00:00+00:00,,0,0,0,0,8.0,1,0,1,0,False,False
707665,707665,2008-06-30 00:00:00+00:00,CROSSBOW,Broward,22.9,GS,UG,1431,1357,73,1,1,1,0,0,0.5,3.4,0.3,11.9,25.424,EAST,SEL351,None,1982-07-18 00:00:00+00:00,,1,1,0,1,3.9,1,0,1,0,False,False
707731,707731,2000-03-28 00:00:00+00:00,GOOLSBY,Broward,13.2,PM,Hybrid,1764,1508,251,5,0,4,0,0,2.6,0.1,0.6,9.4,101.696,EAST,SEL251,None,1982-07-18 00:00:00+00:00,,0,0,0,1,2.7,0,1,0,0,False,False
707732,707732,2000-03-14 00:00:00+00:00,GOOLSBY,Broward,13.2,PM,Hybrid,1725,1314,406,5,0,3,0,0,2.5,0.3,0.4,7.2,92.162,EAST,SEL251,None,1982-07-18 00:00:00+00:00,,0,0,0,1,2.8,0,1,0,0,False,False
707736,707736,2002-09-13 00:00:00+00:00,GOOLSBY,Broward,13.2,PM,Hybrid,132,0,130,2,0,3,0,0,1.1,0.8,0.1,3.8,38.136,EAST,SEL351,None,1982-07-18 00:00:00+00:00,,0,0,0,1,1.9,0,0,0,1,False,False
707861,707861,2001-04-27 00:00:00+00:00,PARKLAND,Broward,22.9,PM,UG,1843,1581,260,2,0,0,0,0,0.0,6.6,0.0,23.5,0.0,EAST,SEL251,None,1982-07-18 00:00:00+00:00,,0,0,0,1,6.6,1,0,1,0,False,False
707862,707862,2001-07-03 00:00:00+00:00,PARKLAND,Broward,22.9,PM,UG,1631,1511,117,3,0,2,0,0,0.4,9.8,0.0,32.4,12.712,EAST,SEL251,None,1982-07-18 00:00:00+00:00,,0,0,0,1,10.2,1,0,1,0,False,False
707863,707863,2013-04-03 00:00:00+00:00,PARKLAND,Broward,22.9,PM,UG,1894,1774,118,2,0,1,0,0,0.0,6.9,0.0,22.8,0.0,EAST,SEL351,None,1982-07-18 00:00:00+00:00,,0,0,0,1,6.9,1,0,1,0,False,False
707931,707931,2001-07-07 00:00:00+00:00,TWINLAKES,Broward,13.2,WG,Hybrid,537,121,414,2,0,5,0,0,4.7,0.3,2.4,2.5,225.638,EAST,SEL251,None,1982-07-18 00:00:00+00:00,,0,0,0,1,5.0,0,1,0,0,False,False
707932,707932,2001-08-26 00:00:00+00:00,TWINLAKES,Broward,13.2,WG,Hybrid,1256,1176,78,2,0,0,0,0,3.3,0.0,2.3,1.8,177.968,EAST,SEL251,None,1982-07-18 00:00:00+00:00,,0,0,0,1,3.3,0,1,0,0,False,False
707933,707933,2004-02-23 00:00:00+00:00,TWINLAKES,Broward,13.2,WG,Hybrid,363,169,194,0,0,1,0,0,0.8,0.4,1.0,0.0,57.204,EAST,SEL251,None,1982-07-18 00:00:00+00:00,,0,0,0,0,1.2,0,0,0,1,False,False
707934,707934,2004-02-23 00:00:00+00:00,TWINLAKES,Broward,13.2,WG,Hybrid,963,863,100,0,0,3,1,0,2.1,0.2,5.2,1.7,231.994,EAST,SEL251,None,1982-07-18 00:00:00+00:00,,0,1,0,0,2.3,0,1,0,0,False,False
708061,708061,2002-04-15 00:00:00+00:00,WINDMILL,Broward,22.9,GS,Hybrid,653,574,78,1,2,2,0,0,5.0,0.2,13.6,3.2,591.108,EAST,SEL351,3.5 Scheme,1982-07-18 00:00:00+00:00,,1,1,0,1,5.2,0,1,0,0,False,False
708062,708062,2003-01-23 00:00:00+00:00,WINDMILL,Broward,22.9,GS,UG,1732,1691,41,0,0,1,0,0,0.0,5.9,0.0,24.1,0.0,EAST,SEL351,None,1982-07-18 00:00:00+00:00,,0,0,0,0,5.9,1,0,1,0,False,False
708063,708063,2003-06-27 00:00:00+00:00,WINDMILL,Broward,22.9,GS,UG,938,697,240,1,0,0,0,0,0.0,6.1,0.0,10.4,0.0,EAST,SEL351,None,1982-07-18 00:00:00+00:00,,0,0,0,1,6.1,1,0,1,0,False,False
708064,708064,2004-06-07 00:00:00+00:00,WINDMILL,Broward,22.9,GS,Hybrid,2263,2178,85,0,0,2,0,0,1.1,4.7,1.7,21.4,88.984,EAST,SEL351,None,2015-02-28 00:00:00+00:00,,0,0,0,0,5.8,1,0,1,0,False,False
708161,708161,2003-06-25 00:00:00+00:00,HUNTINGTON,Broward,22.9,GS,Hybrid,1674,1530,144,0,2,2,0,0,2.0,0.9,0.0,8.5,63.56,EAST,SEL351,1.5 Scheme,1982-07-18 00:00:00+00:00,,1,1,0,0,2.9,0,0,0,1,False,False
708162,708162,2003-06-25 00:00:00+00:00,HUNTINGTON,Broward,22.9,GS,Hybrid,721,576,142,3,0,2,0,0,2.9,4.5,0.0,11.0,92.162,EAST,SEL351,None,1982-07-18 00:00:00+00:00,,0,0,0,1,7.4,1,0,0,1,False,False
708163,708163,2007-09-12 00:00:00+00:00,HUNTINGTON,Broward,22.9,GS,Hybrid,2521,2396,123,2,0,7,0,0,5.1,3.4,0.6,18.6,181.146,EAST,SEL351,,2014-03-31 00:00:00+00:00,,0,0,0,1,8.5,0,0,0,1,False,False
708431,708431,2006-09-08 00:00:00+00:00,BUTTERFLY,Broward,13.2,PM,Hybrid,1991,1825,165,1,0,4,0,0,1.4,2.8,0.3,15.2,54.026,EAST,SEL351,None,1982-07-18 00:00:00+00:00,,0,0,0,1,4.2,1,0,0,1,False,False
708432,708432,2006-09-08 00:00:00+00:00,BUTTERFLY,Broward,13.2,PM,Hybrid,2039,1895,139,5,0,0,0,2,5.3,2.8,3.7,12.6,286.02,EAST,SEL351,None,1982-07-18 00:00:00+00:00,,0,1,0,1,8.1,0,0,0,1,False,False
708433,708433,2012-02-03 00:00:00+00:00,BUTTERFLY,Broward,13.2,PM,Hybrid,1762,1586,173,3,0,5,0,0,3.5,2.3,0.0,9.4,111.23,EAST,SEL351,Support Feeder,1982-07-18 00:00:00+00:00,,0,0,0,1,5.8,0,0,0,1,False,False
708561,708561,2006-02-17 00:00:00+00:00,SILVERLAKES,Broward,22.9,GS,Hybrid,1001,934,67,0,2,3,1,0,3.6,1.5,0.6,13.6,133.476,EAST,SEL351,1.5 Scheme,1982-07-18 00:00:00+00:00,,1,1,0,0,5.1,0,0,0,1,False,False
708562,708562,2006-02-22 00:00:00+00:00,SILVERLAKES,Broward,22.9,GS,UG,1348,1322,26,0,0,4,0,0,0.8,4.7,0.0,15.3,25.424,EAST,SEL351,None,2012-12-27 00:00:00+00:00,,0,0,0,0,5.5,1,0,1,0,False,False
708932,708932,2002-12-27 00:00:00+00:00,HACIENDA,Broward,13.2,WG,Hybrid,1204,904,300,0,0,5,0,0,4.1,0.9,5.0,2.3,289.198,EAST,SEL351,None,1982-07-18 00:00:00+00:00,,0,0,0,0,5.0,0,1,0,0,False,False
708933,708933,2012-03-29 00:00:00+00:00,HACIENDA,Broward,13.2,WG,Hybrid,210,0,209,1,0,3,0,0,0.9,0.2,0.1,0.3,31.78,EAST,SEL351,None,1982-07-18 00:00:00+00:00,,0,0,0,1,1.1,0,1,0,0,False,False
709261,709261,2002-10-18 00:00:00+00:00,PROGRESSO,Broward,22.9,WG,Hybrid,756,624,132,0,0,2,1,0,1.2,8.7,0.2,3.0,44.492,EAST,SEL251,None,1982-07-18 00:00:00+00:00,FI,0,1,0,0,9.9,1,0,1,0,False,False
709262,709262,2000-12-31 00:00:00+00:00,PROGRESSO,Broward,22.9,WG,Hybrid,2390,2151,234,5,0,2,1,3,4.1,0.5,9.0,0.5,416.318,EAST,SEL251,None,1982-07-18 00:00:00+00:00,FI,0,1,0,1,4.6,0,1,0,0,False,False
709263,709263,2003-09-03 00:00:00+00:00,PROGRESSO,Broward,22.9,WG,Hybrid,1429,1330,91,8,0,1,0,1,1.2,1.9,4.0,2.1,165.256,EAST,SEL251,None,1982-07-18 00:00:00+00:00,,0,1,0,1,3.1,1,0,0,1,False,False
709264,709264,2005-06-29 00:00:00+00:00,PROGRESSO,Broward,22.9,WG,UG,641,634,7,0,0,0,0,0,0.0,8.9,0.0,0.2,0.0,EAST,SEL351,None,1982-07-18 00:00:00+00:00,,0,0,0,0,8.9,1,0,1,0,False,False
709265,709265,2005-06-29 00:00:00+00:00,PROGRESSO,Broward,22.9,WG,UG,758,708,50,0,0,0,0,0,0.0,5.1,0.0,0.2,0.0,EAST,SEL351,None,1982-07-18 00:00:00+00:00,,0,0,0,0,5.1,1,0,1,0,False,False
709361,709361,2005-01-26 00:00:00+00:00,ORCHID,Broward,22.9,WG,UG,929,914,15,0,0,0,0,0,0.0,7.6,0.0,0.5,0.0,EAST,SEL351,None,1982-07-18 00:00:00+00:00,,0,0,0,0,7.6,1,0,1,0,False,False
709362,709362,2004-02-04 00:00:00+00:00,ORCHID,Broward,22.9,WG,Hybrid,1816,1689,116,11,0,7,0,0,2.9,5.9,4.0,1.6,219.282,EAST,SEL351,None,1982-07-18 00:00:00+00:00,FI,0,0,0,1,8.8,1,0,0,1,False,False
709431,709431,2002-02-16 00:00:00+00:00,ANDREWS,Broward,13.2,PM,Hybrid,284,0,281,3,0,6,0,0,2.8,0.2,0.7,3.0,111.23,EAST,SEL251,None,1982-07-18 00:00:00+00:00,,0,0,0,1,3.0,0,1,0,0,False,False
709432,709432,2002-02-16 00:00:00+00:00,ANDREWS,Broward,13.2,PM,Hybrid,357,0,355,2,0,3,0,0,2.5,0.6,0.8,3.1,104.874,EAST,SEL251,None,1982-07-18 00:00:00+00:00,,0,0,0,1,3.1,0,1,0,0,False,False
709433,709433,2003-08-16 00:00:00+00:00,ANDREWS,Broward,13.2,PM,Hybrid,197,78,119,0,0,2,0,0,1.6,1.4,0.0,1.9,50.848,EAST,SEL351,None,2008-07-31 00:00:00+00:00,,0,0,0,0,3.0,0,0,0,1,False,False
800132,800132,1953-08-05 00:00:00+00:00,MIAMI,Miami-Dade,13.2,CE,Hybrid,410,337,73,0,0,1,0,0,0.6,5.9,0.2,0.5,25.424,SOUTH,SEL751,None,1982-07-18 00:00:00+00:00,,0,0,1,0,6.5,1,0,1,0,False,False
800134,800134,1964-11-01 00:00:00+00:00,MIAMI,Miami-Dade,13.2,CE,UG,627,590,36,1,0,0,0,0,0.0,3.4,0.1,0.2,3.178,SOUTH,SEL351,None,1982-07-18 00:00:00+00:00,,0,0,1,1,3.4,1,0,1,0,False,False
800136,800136,1969-08-10 00:00:00+00:00,MIAMI,Miami-Dade,13.2,CE,UG,516,501,15,0,0,0,0,0,0.0,4.0,0.0,0.6,0.0,SOUTH,SEL351,None,1982-07-18 00:00:00+00:00,,0,0,1,0,4.0,1,0,1,0,False,False
800139,800139,1973-06-01 00:00:00+00:00,MIAMI,Miami-Dade,13.2,CE,Hybrid,2168,1815,353,0,1,3,1,2,3.3,0.6,1.2,0.7,143.01,SOUTH,SEL751,1.5 Scheme,1982-07-18 00:00:00+00:00,cFI,1,1,1,0,3.9,0,1,0,0,False,False
800140,800140,1973-06-01 00:00:00+00:00,MIAMI,Miami-Dade,13.2,CE,Hybrid,2073,1791,281,1,1,4,1,0,3.7,2.2,1.6,0.4,168.434,SOUTH,SEL751,1.5 Scheme,1982-07-18 00:00:00+00:00,cFI,1,1,1,1,5.9,0,0,0,1,False,False
800141,800141,1975-03-01 00:00:00+00:00,MIAMI,Miami-Dade,13.2,CE,UG,277,268,9,0,0,0,0,0,0.0,3.3,0.0,0.1,0.0,SOUTH,SEL351,None,1982-07-18 00:00:00+00:00,,0,0,1,0,3.3,1,0,1,0,False,False
800142,800142,1977-05-01 00:00:00+00:00,MIAMI,Miami-Dade,13.2,CE,UG,452,440,12,0,0,0,0,0,0.0,2.2,0.0,0.3,0.0,SOUTH,SEL751,None,1982-07-18 00:00:00+00:00,,0,0,1,0,2.2,1,0,1,0,False,False
800143,800143,1979-08-01 00:00:00+00:00,MIAMI,Miami-Dade,13.2,CE,UG,1131,1088,43,0,0,0,0,0,0.0,3.0,0.0,0.7,0.0,SOUTH,SEL751,None,1982-07-18 00:00:00+00:00,,0,0,1,0,3.0,1,0,1,0,False,False
800144,800144,1981-09-01 00:00:00+00:00,MIAMI,Miami-Dade,13.2,CE,UG,1560,1524,34,2,0,0,0,0,0.0,4.3,0.0,0.9,0.0,SOUTH,SEL751,None,1982-07-18 00:00:00+00:00,,0,0,1,1,4.3,1,0,1,0,False,False
800145,800145,1981-09-01 00:00:00+00:00,MIAMI,Miami-Dade,13.2,CE,Hybrid,1982,1739,234,9,1,3,1,2,4.0,2.6,1.2,1.1,165.256,SOUTH,SEL751,1.5 Scheme,1982-07-18 00:00:00+00:00,,1,1,1,1,6.6,0,0,0,1,False,False
